Cipher Num	Enc Time	PTest Time	Total Time P	DTest Time	Total Time	
37900.000000	605.543274	1336.386743	1941.954381	10.889794	1952.844175	
38000.000000	606.974739	1339.476146	1946.475249	10.915009	1957.390258	
38100.000000	608.498303	1342.952031	1951.474699	10.942646	1962.417344	
38200.000000	610.045715	1346.261645	1956.331724	10.971886	1967.303610	
38300.000000	611.534506	1349.552327	1961.111197	10.999506	1972.110703	
38400.000000	612.989254	1352.778254	1965.791873	11.035204	1976.827077	
38500.000000	614.335516	1355.766056	1970.125937	11.058049	1981.183986	
38600.000000	615.700328	1358.708120	1974.432812	11.081335	1985.514147	
38700.000000	617.046926	1361.656916	1978.728206	11.105358	1989.833565	
38800.000000	618.420366	1364.612537	1983.057267	11.128412	1994.185680	
38900.000000	619.765784	1367.585129	1987.375277	11.152342	1998.527618	
39000.000000	621.131176	1370.530284	1991.685824	11.176188	2002.862012	
39100.000000	622.512181	1373.473778	1996.010324	11.200159	2007.210483	
39200.000000	624.023285	1376.872510	2000.920159	11.227544	2012.147703	
39300.000000	625.392295	1379.869669	2005.286328	11.251190	2016.537518	
39400.000000	626.747585	1382.865874	2009.637823	11.274581	2020.912404	
39500.000000	628.164187	1385.959752	2014.148303	11.299811	2025.448113	
39600.000000	629.530659	1388.990725	2018.545748	11.324718	2029.870466	
39700.000000	630.888547	1391.934844	2022.847756	11.348300	2034.196056	
39800.000000	632.274877	1394.911638	2027.210879	11.372370	2038.583250	
39900.000000	633.623396	1397.870457	2031.518218	11.396459	2042.914676	
40000.000000	634.974892	1400.821390	2035.820647	11.420782	2047.241429	
40100.000000	636.437788	1403.963107	2040.425260	11.446409	2051.871668	
40200.000000	637.833338	1406.989308	2044.847011	11.471224	2056.318234	
40300.000000	639.322461	1410.311784	2049.658609	11.497599	2061.156208	
40400.000000	640.668702	1413.281512	2053.974578	11.521029	2065.495607	
40500.000000	642.028135	1416.257720	2058.310219	11.545501	2069.855719	
40600.000000	643.435222	1419.378208	2062.837794	11.569679	2074.407473	
40700.000000	644.784192	1422.335131	2067.143687	11.593968	2078.737655	
40800.000000	646.168852	1425.322282	2071.515499	11.618042	2083.133541	
