C Num	Enc Time	Test Time	Dec Time	
60200.000000	760.706234	7897.158699	415.047649	
60300.000000	761.920680	7909.755330	415.700644	
60400.000000	763.186014	7922.898121	416.395593	
60500.000000	764.467189	7936.216578	417.111373	
60600.000000	765.809703	7950.164256	417.850498	
60700.000000	767.128468	7963.844399	418.564500	
60800.000000	768.322681	7976.258473	419.210431	
60900.000000	769.492871	7988.415494	419.855525	
61000.000000	770.626660	8000.167317	420.475072	
61100.000000	771.869598	8013.084316	421.146771	
61200.000000	773.252306	8027.444534	421.900169	
61300.000000	774.591571	8041.348152	422.651014	
61400.000000	775.877300	8054.715838	423.362908	
61500.000000	777.057985	8066.966290	424.005571	
61600.000000	778.355945	8080.481586	424.745767	
61700.000000	779.650269	8093.930426	425.464528	
61800.000000	780.958109	8107.523456	426.189451	
61900.000000	782.136711	8119.742465	426.829961	
62000.000000	783.383948	8132.689114	427.507121	
62100.000000	784.679501	8146.135478	428.205169	
62200.000000	785.970429	8159.544716	428.910941	
62300.000000	787.130794	8171.599259	429.544032	
62400.000000	788.304358	8183.779173	430.185986	
62500.000000	789.461575	8195.768867	430.817827	
62600.000000	790.694705	8208.597031	431.501205	
62700.000000	792.263774	8224.903307	432.377092	
62800.000000	793.457667	8237.295995	433.021416	
62900.000000	794.653393	8249.708014	433.671349	
63000.000000	795.817674	8261.785784	434.308179	
63100.000000	797.109697	8275.191545	435.012503	
63200.000000	798.408416	8288.658791	435.725111	
63300.000000	799.661789	8301.680117	436.423715	
63400.000000	800.805238	8313.536325	437.047737	
63500.000000	801.999549	8325.931745	437.709516	
63600.000000	803.298827	8339.410329	438.401498	
63700.000000	804.530771	8352.201562	439.070172	
63800.000000	805.791794	8365.299511	439.761210	
63900.000000	806.945564	8377.255917	440.382717	
64000.000000	808.130505	8389.553571	441.030450	
64100.000000	809.374850	8402.458472	441.689878	
64200.000000	810.547260	8414.625530	442.342299	
64300.000000	811.911493	8428.796282	443.084062	
64400.000000	813.160987	8441.760273	443.749567	
64500.000000	814.346374	8454.057508	444.401113	
64600.000000	815.682642	8467.920480	445.113729	
64700.000000	816.871781	8480.256658	445.763369	
64800.000000	818.109792	8493.096471	446.423782	
64900.000000	819.388225	8506.379256	447.132845	
65000.000000	820.555961	8518.503556	447.769704	
65100.000000	821.803576	8531.460996	448.450432	
65200.000000	823.003315	8543.912225	449.090152	
65300.000000	824.237206	8556.726551	449.759101	
65400.000000	825.466145	8569.483423	450.426490	
65500.000000	826.681072	8582.085333	451.092313	
65600.000000	827.970308	8595.472856	451.804240	
65700.000000	829.184025	8608.062000	452.468687	
65800.000000	830.466371	8621.375051	453.171576	
65900.000000	831.804403	8635.251708	453.895931	
66000.000000	833.021116	8647.919850	454.545373	
66100.000000	834.283899	8661.022911	455.247919	
66200.000000	835.477856	8673.413935	455.904154	
66300.000000	836.623433	8685.301962	456.536929	
66400.000000	837.837384	8697.885213	457.204408	
66500.000000	839.056913	8710.554280	457.880114	
66600.000000	840.284754	8723.309598	458.543166	
66700.000000	841.515293	8736.084342	459.215923	
66800.000000	842.698798	8748.363862	459.859202	
66900.000000	843.930300	8761.132736	460.520173	
67000.000000	845.097628	8773.231525	461.155666	
67100.000000	846.233533	8785.008192	461.765567	
67200.000000	847.375070	8796.847119	462.383674	
67300.000000	848.544323	8808.973703	463.021443	
67400.000000	849.696027	8820.916781	463.657981	
67500.000000	850.810868	8832.472110	464.260307	
67600.000000	851.929296	8844.070921	464.867250	
67700.000000	853.205012	8857.320995	465.570846	
67800.000000	854.588746	8871.666803	466.321249	
67900.000000	856.012188	8886.455154	467.106096	
68000.000000	857.245458	8899.263892	467.776543	
68100.000000	858.393767	8911.191235	468.415460	
68200.000000	859.716540	8924.933367	469.139182	
68300.000000	861.148078	8939.787798	469.913447	
68400.000000	862.391454	8952.698002	470.585073	
68500.000000	863.548038	8964.706011	471.219550	
68600.000000	864.764054	8977.312980	471.876186	
68700.000000	865.918091	8989.294276	472.510281	
68800.000000	867.163681	9002.225556	473.187605	
68900.000000	868.314580	9014.153504	473.823593	
69000.000000	869.449765	9025.918880	474.449777	
69100.000000	870.599548	9037.836299	475.070337	
69200.000000	871.859170	9050.929861	475.760273	
69300.000000	873.105341	9063.855524	476.440634	
69400.000000	874.376498	9077.067347	477.153206	
69500.000000	875.557675	9089.297261	477.788687	
69600.000000	876.707903	9101.225319	478.417839	
69700.000000	877.880579	9113.400488	479.058662	
69800.000000	879.073375	9125.781579	479.699826	
69900.000000	880.262805	9138.120980	480.360003	
70000.000000	881.430490	9150.238099	480.997712	
70100.000000	882.590460	9162.268457	481.639837	
70200.000000	883.730787	9174.093080	482.266911	
70300.000000	885.026443	9187.569475	482.987755	
70400.000000	886.304651	9200.858278	483.698137	
70500.000000	887.485386	9213.104362	484.340784	
70600.000000	888.705583	9225.763087	484.996692	
70700.000000	889.871221	9237.863383	485.630434	
70800.000000	891.166685	9251.323867	486.330446	
70900.000000	892.470630	9264.863000	487.032417	
71000.000000	893.665170	9277.251072	487.682713	
71100.000000	894.831223	9289.355407	488.314912	
71200.000000	896.010717	9301.576824	488.972261	
71300.000000	897.389438	9315.914526	489.723988	
71400.000000	898.671449	9329.223003	490.408529	
71500.000000	899.881302	9341.777101	491.069295	
71600.000000	901.123911	9354.671478	491.752527	
71700.000000	902.275020	9366.603642	492.381662	
71800.000000	903.449608	9378.800678	493.022438	
71900.000000	904.617763	9390.917292	493.648071	
72000.000000	905.864904	9403.878798	494.321674	
72100.000000	907.065207	9416.347265	494.985434	
72200.000000	908.380450	9429.998488	495.707055	
72300.000000	909.473015	9441.331592	496.309181	
72400.000000	910.722026	9454.311180	496.996503	
72500.000000	912.020189	9467.777553	497.703235	
72600.000000	913.254472	9480.609765	498.388054	
72700.000000	914.407353	9492.570729	499.020508	
72800.000000	915.563451	9504.555354	499.644081	
72900.000000	916.726923	9516.624680	500.281913	
73000.000000	918.004833	9529.903135	500.970290	
73100.000000	919.204537	9542.366304	501.615483	
73200.000000	920.359267	9554.349546	502.252102	
73300.000000	921.524250	9566.433368	502.884690	
73400.000000	922.778558	9579.440637	503.554621	
73500.000000	923.983338	9591.947379	504.214725	
73600.000000	925.214658	9604.728985	504.886713	
73700.000000	926.416140	9617.185311	505.544221	
73800.000000	927.576076	9629.221025	506.176827	
73900.000000	928.849216	9642.435689	506.871097	
74000.000000	930.108401	9655.500579	507.569923	
74100.000000	931.440482	9669.351420	508.296387	
74200.000000	932.638031	9681.789756	508.961465	
74300.000000	933.773496	9693.565974	509.578709	
74400.000000	935.117032	9707.531123	510.339106	
74500.000000	936.447684	9721.396456	511.075830	
74600.000000	937.816930	9735.626187	511.837639	
74700.000000	938.992346	9747.812767	512.473997	
74800.000000	940.226923	9760.637097	513.142658	
74900.000000	941.589030	9774.785662	513.889279	
75000.000000	942.790252	9787.250013	514.539975	
75100.000000	944.109515	9800.948234	515.277049	
75200.000000	945.326225	9813.589096	515.952144	
75300.000000	946.496050	9825.737991	516.593710	
75400.000000	947.721521	9838.462434	517.273854	
75500.000000	948.967596	9851.387596	517.948224	
75600.000000	950.272656	9864.941258	518.678832	
75700.000000	951.424609	9876.898212	519.304680	
75800.000000	952.581579	9888.927321	519.936809	
75900.000000	953.954341	9903.200336	520.689767	
76000.000000	955.173730	9915.853786	521.352236	
76100.000000	956.462789	9929.271431	522.069962	
76200.000000	957.664627	9941.742125	522.723755	
76300.000000	958.886009	9954.408159	523.373673	
76400.000000	960.195213	9967.993612	524.090199	
76500.000000	961.441520	9980.920863	524.760405	
76600.000000	962.676405	9993.724575	525.437614	
76700.000000	963.902497	10006.431298	526.100594	
76800.000000	965.067622	10018.502941	526.715095	
76900.000000	966.315979	10031.476688	527.403313	
77000.000000	967.554015	10044.348450	528.071294	
77100.000000	968.735451	10056.598186	528.713697	
77200.000000	969.969334	10069.395151	529.389712	
77300.000000	971.113786	10081.261072	530.023494	
77400.000000	972.325768	10093.827004	530.690649	
77500.000000	973.549376	10106.516891	531.363497	
77600.000000	974.735137	10118.823328	532.020111	
77700.000000	975.956354	10131.511335	532.702896	
77800.000000	977.106336	10143.443565	533.333769	
77900.000000	978.263539	10155.437889	533.960592	
78000.000000	979.415582	10167.394571	534.583869	
78100.000000	980.561591	10179.279742	535.208204	
78200.000000	981.712125	10191.220250	535.838207	
78300.000000	982.887393	10203.416457	536.478421	
78400.000000	984.022240	10215.197024	537.098555	
78500.000000	985.269279	10228.124809	537.771229	
78600.000000	986.451669	10240.411158	538.430822	
78700.000000	987.638795	10252.709813	539.068145	
78800.000000	988.771169	10264.445305	539.683609	
78900.000000	989.935878	10276.535363	540.318488	
79000.000000	991.133092	10288.965678	540.981558	
79100.000000	992.460859	10302.753663	541.698531	
79200.000000	993.781701	10316.503415	542.438089	
79300.000000	994.949442	10328.616686	543.063591	
79400.000000	996.166284	10341.233096	543.720731	
79500.000000	997.324686	10353.252277	544.362072	
79600.000000	998.586396	10366.341534	545.036317	
79700.000000	999.810192	10379.045482	545.699359	
79800.000000	1000.990721	10391.287403	546.335361	
79900.000000	1002.200372	10403.861361	546.999274	
80000.000000	1003.350701	10415.792294	547.622326	
80100.000000	1004.623204	10429.011154	548.317029	
80200.000000	1005.984000	10443.164382	549.080842	
80300.000000	1007.233032	10456.127372	549.760511	
80400.000000	1008.408150	10468.335814	550.403309	
80500.000000	1009.596914	10480.674472	551.052559	
80600.000000	1010.749584	10492.612314	551.676083	
80700.000000	1012.179934	10507.474413	552.455113	
80800.000000	1013.460474	10520.788136	553.142604	
80900.000000	1014.613671	10532.760015	553.775209	
81000.000000	1015.780842	10544.872575	554.403587	
81100.000000	1017.070928	10558.264642	555.107466	
81200.000000	1018.355657	10571.606536	555.818426	
81300.000000	1019.781121	10586.407042	556.563545	
81400.000000	1020.996758	10599.002485	557.249602	
81500.000000	1022.224470	10611.730123	557.906594	
81600.000000	1023.524143	10625.220323	558.655821	
81700.000000	1024.743468	10637.861557	559.332125	
81800.000000	1026.029879	10651.217203	560.033612	
81900.000000	1027.214399	10663.503113	560.670195	
82000.000000	1028.384197	10675.632510	561.306421	
82100.000000	1029.603912	10688.311224	561.985816	
82200.000000	1030.775218	10700.459251	562.639408	
82300.000000	1032.026374	10713.443127	563.315288	
82400.000000	1033.259278	10726.228900	563.979651	
82500.000000	1034.407063	10738.123055	564.611355	
82600.000000	1035.595480	10750.453148	565.254111	
82700.000000	1036.857206	10763.541398	565.951147	
82800.000000	1038.065956	10776.081066	566.603511	
82900.000000	1039.359270	10789.510207	567.316497	
83000.000000	1040.923238	10805.738511	568.183652	
83100.000000	1042.233411	10819.336085	568.905140	
83200.000000	1043.465958	10832.110729	569.583185	
83300.000000	1044.665488	10844.543853	570.239631	
83400.000000	1045.880760	10857.164106	570.896221	
83500.000000	1047.049294	10869.273224	571.532889	
83600.000000	1048.337991	10882.662787	572.229491	
83700.000000	1049.611595	10895.885711	572.914900	
83800.000000	1050.893154	10909.197197	573.598569	
83900.000000	1052.144466	10922.195001	574.290048	
84000.000000	1053.293098	10934.105549	574.924179	
84100.000000	1054.624573	10947.950830	575.646478	
84200.000000	1055.851202	10960.678077	576.311176	
84300.000000	1057.105024	10973.719478	576.998275	
84400.000000	1058.366225	10986.805310	577.677524	
84500.000000	1059.526299	10998.850946	578.307917	
84600.000000	1060.766556	11011.735892	578.993855	
84700.000000	1062.034895	11024.904666	579.689369	
84800.000000	1063.275711	11037.767167	580.358991	
84900.000000	1064.515729	11050.636749	581.040088	
85000.000000	1065.675085	11062.652950	581.677417	
85100.000000	1066.924684	11075.601773	582.352410	
85200.000000	1068.146170	11088.284521	583.022246	
85300.000000	1069.350666	11100.786915	583.681948	
85400.000000	1070.617988	11113.959775	584.380250	
85500.000000	1071.777982	11126.000428	585.016543	
85600.000000	1073.012996	11138.829374	585.698665	
85700.000000	1074.229169	11151.451249	586.356203	
85800.000000	1075.406448	11163.669844	586.993936	
85900.000000	1076.671328	11176.807261	587.684132	
86000.000000	1077.888619	11189.451537	588.357382	
86100.000000	1079.093969	11201.964068	589.017407	
86200.000000	1080.329674	11214.781971	589.692915	
86300.000000	1081.601906	11227.997775	590.392613	
86400.000000	1082.824637	11240.681543	591.072007	
86500.000000	1084.061112	11253.517418	591.748854	
86600.000000	1085.277448	11266.135769	592.410451	
86700.000000	1086.488323	11278.688221	593.063778	
86800.000000	1087.714965	11291.418624	593.722886	
86900.000000	1088.884079	11303.557701	594.353570	
87000.000000	1090.045246	11315.602512	594.986332	
87100.000000	1091.192637	11327.504616	595.612413	
87200.000000	1092.505853	11341.152601	596.334963	
87300.000000	1093.776312	11354.345770	597.026892	
87400.000000	1094.994156	11366.999784	597.688865	
87500.000000	1096.191769	11379.434447	598.346930	
87600.000000	1097.357250	11391.525655	598.984467	
87700.000000	1098.550655	11403.920107	599.647282	
87800.000000	1099.808478	11416.981053	600.331090	
87900.000000	1100.981328	11429.142518	600.962352	
88000.000000	1102.211808	11441.902657	601.631271	
88100.000000	1103.384933	11454.072676	602.266411	
88200.000000	1104.593984	11466.628900	602.927616	
88300.000000	1105.822058	11479.373250	603.587625	
88400.000000	1107.209939	11493.796730	604.351097	
88500.000000	1108.445937	11506.620932	605.028615	
88600.000000	1109.620148	11518.807030	605.672239	
88700.000000	1110.874194	11531.817131	606.359110	
88800.000000	1112.039468	11543.911386	607.000281	
88900.000000	1113.211331	11556.056428	607.637382	
89000.000000	1114.390666	11568.293571	608.298979	
89100.000000	1115.563637	11580.460262	608.938290	
89200.000000	1116.725640	11592.519107	609.571263	
89300.000000	1117.958815	11605.327272	610.246794	
89400.000000	1119.178198	11617.974920	610.899685	
89500.000000	1120.431199	11630.988579	611.576592	
89600.000000	1121.613912	11643.250942	612.213300	
89700.000000	1122.782186	11655.374842	612.848579	
89800.000000	1123.983046	11667.844300	613.501854	
89900.000000	1125.254270	11681.048923	614.204515	
90000.000000	1126.534327	11694.421668	614.907352	
